Allium sativum 	1
Ancylostoma ceylanicum 	1
Ancylostoma duodenale 	1
Armenian hamster 	1
Ashbya gossypii 	1
avian myeloblastosis virus 	1
Bacillus licheniformis 	1
bacteriophage 	1
barley 	1
barley stripe mosaic virus 	1
bayleaf 	1
B . cereus groupSchemeGenesTotal 	1
Blumeria graminis 	1
Bombyx mori 	1
Boophilus decoloratus 	1
Boophilus microplus 	1
Bos taurus 	1
Botrytis cinerea 	1
Bovine 	1
brown trout 	1
Buchnera aphidicola 	1
bull trout 	1
Burkholderia pseudomallei 	1
Caenorhabds elegans 	1
Calf 	1
Campylobacter jejuni 	1
canine hookworm 	1
Canis familiaris 	1
Chaetomium globosum 	1
Chamomile 	1
Chinese hamster 	1
Chironomus thummi 	1
Chlorobium limicola 	1
cinchona 	1
Coho salmon 	1
Colwellia psychrerythraea 34H 	1
Cordia curassavica 	1
cotton 	1
C . pipens 	1
C . quiquefasciatusshowed 	1
crab 	1
Cryptococcus neoformans 	1
C . tritaeniorhynchus 	1
C . tritaeniorhyncus 	1
cucumber mosaic virus 	1
cutthroat trout 	1
Cymbopogon citratus 	1
Deinococcus radiodurans 	1
Desulfitobacterium hafniense Y51 	1
Dictyostelium discoideum 	1
E . coli BL21 	1
E . coli strain BL21 	1
Enterococcus faecium 	1
Entomaphaga maimaiga 	1
Eremothecium gossypii 	1
Eryngium foetidium 	1
Escherichia coli BL21 ( DE3 ) 	1
Eucalyptus 	1
fission yeast 	1
Fremyella diplosiphon 	1
fruitfly 	1
Garlic 	1
Gibberella zeae 	1
Ginger 	1
girl 	1
Golden Seal 	1
guineapigs 	1
guinea pigs 	1
Haemogogus 	1
Haemophilus influenzae 	1
hamster 	1
H . contortus 	1
Heligmosomoidespolygyrus 	1
Heligmosomoides polygyrus 	1
Homo sapiens 	1
horses 	1
Horses 	1
H . pylori 	1
human cytomegalovirus 	1
human immunodeficiency virus type 1 	1
human rhinovirus 	1
Hydrastis canadensis 	1
infant 	1
infectious pancreatic necrosis virus 	1
infectious salmon anaemia virus 	1
Ivory - bill 	1
jalap 	1
Klebsiella pneumoniae 	1
lemon 	1
L . longipalpis 	1
L . umbratilis 	1
Lutzomyia longipalpis 	1
Lutzomyia neivai 	1
Lymantria dispar 	1
M . bovis BCG 	1
M . leprae 	1
MMTV 	1
moth 	1
Mus musculus 	1
Mycobacterium africanum 	1
Mycobacterium bovis 	1
Mycobacterium microti 	1
Myristica fragrans 	1
Myrothamnus flabellifolia 	1
myxoma virus 	1
Necator americanus 	1
Neisseria gonorrhoeae 	1
Neisseria meningitidis 	1
Oncorhynchus clarki 	1
Orzzias latipes 	1
Paralichthys olivaceous 	1
Participant 	1
pea 	1
Penaeus monodon 	1
peoples 	1
Person 	1
Photobacterium profundum 	1
Phytophthora infestans 	1
Phytophthora ramorum 	1
Phytophthora sojae 	1
Pileated 	1
Pileated woodpeckers 	1
Podospora anserina 	1
P . profundum SS9 	1
Rabbit 	1
Rhipicephalus appendiculatus 	1
Rhipicephalus camicasi 	1
Rhipicephalus evertsi 	1
Rhipicephalus pumilio 	1
Rhipicephalus sanguineus 	1
Rhipicephalus zambesiensis 	1
rhubarb 	1
rice blast fungus 	1
salmon 	1
Salmonella enterica 	1
Salmonella typhimurium 	1
Salmon trutta 	1
Salvelinus confluentus 	1
S . bicolor 	1
schoolchildren 	1
Sclerotinia sclerotiorum 	1
Scylla 	1
Scylla serrata 	1
S . durans 	1
S . epidermidis 	1
S . haemolyticus 	1
shrimp 	1
Simian immunodeficiency virus 	1
sooty mangabey 	1
Sordaria macrospora 	1
sorghum 	1
Sorghum bicolor 	1
Sprague - Dawley rats 	1
Sprague Dawley rats 	1
S . saprophyticus 	1
Stagonospora nodorum 	1
steelhead 	1
Stigmatella aurantiaca 	1
Streptococcus Faecium 	1
Streptococcus pneumoniae 	1
Streptococcus pyogenes 	1
Streptococcus sanguis 	1
Sus scrofa 	1
SV40 	1
Synechococcus strain Tx - 20 	1
Synechococcus TX - 20 	1
Syrian golden hamsters 	1
T . aestivum var Fortal 	1
T . cani 	1
T . canisqnfected 	1
teleost fish 	1
Toxocara canis7 	1
Trichinella spiralis 	1
Trichoderma reesei 	1
Trichuris trichiura 	1
Triticum timopheevi 	1
T . tubifex 	1
Tubifex tubifex 	1
V . cholerae N16961 	1
V . fischeri 	1
V . fischeri ES114 	1
VHSV 	1
Vibrio splendidus12B01 	1
Vibrio splendidus 12B01 	1
Viral Hemorrhagic Septicemia Virus 	1
V . parahaemoliticus 	1
V . parahaemolyticus 	1
V . splendiduds 12B01 	1
V . vulnificus 	1
White - tailed Deer 	1
Xenopus tropicalis 	1
YJ016 	1
Zebrafish 	1
Zingibe officinale 	1
adenovirus 	2
Anisakis simplex 	2
Anopheles gambiae 	2
anthrax 	2
Arabidopsis 	2
